sample_id,a_1,a_2,a_3,a_4,a_5,a_6,b_1,b_2,b_3,b_4,b_5,b_6,loss
0,0.2505440699656518,0.2505440699656518,0.2505440699656518,0.2505440699656518,0.2505440699656518,0.2505440699656518,-0.13356267327324395,-0.13356267327324395,-0.13356267327324395,-0.13356267327324395,-0.13356267327324395,-0.13356267327324395,0.004925250460957958
1,-2.4040790303942634,2.3259643616175474,0.22191524132226625,-0.4872796135007036,0.9161134625860605,0.9306299981630037,0.9433655955899289,-2.582164593870358,0.436764789895187,0.9283370751174687,0.8791629550093063,-1.4068418613809965,0.00492525046095796
2,-1.181858567132023,1.2857832200105865,0.021040843208751075,0.03364668576417407,1.8536818863348887,-0.5090296483924661,-2.412557953959973,0.26078965113987,-1.7926351137800511,1.949154004446527,1.2467060432022532,-0.05283267068808967,0.004925250460957959
3,-0.51132124308979,0.6677913920496442,-0.38735909928091583,1.3592478908251506,-0.583680967956082,0.9585864472459033,1.8728172955416842,2.0385944060153127,-1.1558028967772458,1.0166101207182026,-2.8416500409782786,-1.731944924159139,0.004925250460957957
4,-1.9468569435646137,2.2976310466384673,-0.9236574369395967,0.7831815151215871,0.5319516023432987,0.7610146361947682,-1.6638348237815703,-0.5085758911922602,1.6720695868760596,-0.7737283616382327,-0.09232932814518519,0.5650227782417248,0.0049252504609579575
5,0.716236523520466,-0.7702042938050593,0.2158096306167262,2.4963959258833404,-1.3113525084198712,0.1563791419983087,0.903463693399567,0.6029200895189553,-0.4962458407559374,0.6204188939397377,-0.27454001501991787,-2.157392860721868,0.00492525046095796
6,-1.1178685597123084,0.17711776603516682,2.3634729114982456,0.27988754473001565,-0.19165128345561222,-0.0076939593015966645,-1.22877885911933,0.7515099859576395,-0.7357548588730807,1.4254992279095684,-2.388440103284216,1.3745885677699545,0.0049252504609579575
7,0.574875752660916,-1.2458762850901064,2.4877240399439593,1.0874192601622694,-1.6489206842420472,0.24804233635891992,-0.2751258022232022,-1.3245748396828558,0.4094174175661937,0.3640199730075026,0.2501715533292576,-0.2252843416363599,0.0049252504609579575
8,1.5188111564157485,0.5754032651470325,0.28334087108438466,-3.2659350366358932,0.9068135190489429,1.4848306447336952,-1.0878310471764916,-1.3294841483793023,2.0442441110788496,-3.133559286700514,-0.015774025234257805,2.7210283567722526,0.004925250460957961
9,-1.7462141159991564,0.5178511856044914,2.193360101936249,-0.615868075605375,0.33810250126149133,0.8160328225962105,-1.376776217063914,-0.23343467683392227,0.3012218559024989,1.0468383140231408,-0.15704831889647447,-0.3821769967707927,0.004925250460957958
10,-0.6874998575166595,0.2324413780988605,1.9833480639602201,0.8774471304361333,-0.4592331981348925,-0.4432390970497506,2.9107030781357857,0.7732033306917143,0.06970494099281327,-4.452735134604979,0.04742552180942555,-0.14967777666422338,0.004925250460957958
11,2.2219128150512786,0.4630422600956439,-0.23030658135422705,0.5955990590667835,-2.857714748272188,1.3107316152066206,0.1605118269304912,-1.2772268195702854,1.5614742460811841,2.2387483528832517,-2.257688715924264,-1.2271949300398415,0.0049252504609579575
12,0.13100712837124678,-0.019913433557807114,-0.8346374123437323,-1.6406596220860508,2.6918898761579593,1.1755778832522954,-2.4551188060066775,-2.666209946849514,1.6011811168915961,0.6016095328044533,1.7661600781638873,0.35100198535679134,0.004925250460957959
13,-0.25735435883919766,1.3284830049278293,-2.0605360428939647,-0.08381502203426938,0.8810787651798374,1.6954080734536758,-1.3459034884177166,-0.5012455522271132,0.31463442714528583,0.20003265862389824,0.5658631535343561,-0.03475723829817398,0.00492525046095796
14,0.01585328561752175,1.5741816094740144,0.5384650459524115,-0.687171982279818,-0.4069375732477085,0.46887403427748986,-0.014017911740042466,0.3592192036512892,0.13873302016281525,0.3856439571044525,-0.048577326348764494,-1.6223769824692136,0.00492525046095796
15,0.5601621793611027,1.4454338270904068,0.5787673058139124,-0.2946771450977532,0.5952925155315931,-1.3817142629053514,-1.4488851524772512,1.2891276430051375,-0.09696739261248694,2.2415332208649335,-0.31199764699293636,-2.4741867114268605,0.004925250460957959
16,-0.8652634942202377,2.799403705737733,0.055543609488357404,-1.3271152598254083,-0.4786305280223051,1.3193263866357716,-0.2405369943622308,-0.6887266732594945,1.1412630444077083,0.05295663489818109,-0.9655188005191913,-0.10081325080443687,0.0049252504609579575
17,1.8323793195497855,0.8757857124781024,0.9492224843856566,-2.0000134095207516,-0.6918504837506708,0.537740796651789,-1.624488115716212,0.286940928011475,-0.37458882321951686,0.0620872843887586,-1.506786818047872,2.3554595049439038,0.004925250460957958
18,0.9969313356853436,-1.0406934765823244,-0.6122611178018273,2.894192189639563,-1.219610214500563,0.48470570335371865,0.8898860625541825,-0.47352498986697006,-2.1167371971451834,-0.22019298777737928,0.020387010747876078,1.0988060618480102,0.004925250460957959
19,0.7721406641517422,-0.2898005052023265,0.8711027023881565,0.4318755134009109,-0.035443270943112504,-0.24661068400145986,0.15551969858363923,1.4568486965928573,-0.9796684749538542,-0.38393305649300685,0.5031860684820342,-1.5533289718511336,0.004925250460957959
20,0.11801085515875925,-2.0841306050106363,-0.2277941897566928,1.5240537681560695,1.5211979644808553,0.6519266267655562,-0.6699145000987687,-2.328510101183874,2.213985590119097,0.3774012410212622,1.1858752599628926,-1.5802135294600723,0.004925250460957959
21,0.5135553080032883,-1.7744259949217944,1.8655868748156694,2.0820935959278843,-1.8834697354043806,0.6999243713732433,2.161591670871146,-1.1877412621576502,-1.2765160850285748,-0.2120128338523974,0.3981959337022521,-0.68489346317424,0.0049252504609579575
22,-0.7048314275602535,-0.3996385451165796,0.13850373571739438,0.233699042854131,1.3546028760478859,0.8809287378513327,-1.0298851997662133,0.09915953379082948,-0.6774668429330044,-0.7005198111175366,0.6929243684278468,0.8144119119586142,0.0049252504609579575
23,1.6062502650120314,-1.3019349720153246,-0.8129502161622615,0.8874014325224222,0.6405095308694573,0.483988379567587,-0.09903696079833944,-1.0741937084544162,0.9712430338260662,0.48543826918762994,-0.13339638716488325,-0.9514302862355208,0.0049252504609579575
24,1.2070448053533582,-2.3593565484077654,0.07706127339115243,1.5031442673876498,-0.6548459234134176,1.7302165454829341,0.24148572633159493,-1.893459894666166,-0.31573164179428825,-0.4042880015859632,0.6788945156393777,0.8917232564359809,0.004925250460957959
25,0.21570538592335092,-0.9252766431437878,0.06454636233724909,0.17492942455133434,1.294772974142994,0.6785869159827704,-0.1142139977414029,-0.9987981345879902,0.375015318339005,-0.13917867953020763,-0.6592590013955424,0.7350584552766741,0.0049252504609579575
26,-0.8400343031377895,-0.004924139769151292,0.5800845817099463,-0.7307372974943502,3.1014810737571423,-0.6026054952718867,1.5350238182879543,0.16295664728266257,1.5552539177050961,-3.33365944734347,-1.0594367267955906,0.33848575122388386,0.0049252504609579575
27,-0.3655475360128253,2.062135746987779,-0.7574452086189649,0.5827782401611876,-0.13598298584079638,0.11732616311753197,0.592388543226178,-0.3401999145545014,0.5910804996347925,-1.6310840023097268,1.5322141624919423,-1.5457753281281483,0.0049252504609579575
28,-0.18348384597482437,2.436717514447648,-0.8451565832275965,-0.5050650003031534,1.0958849169412668,-0.49563258208942973,-1.6662260676863336,-0.1741035064287036,0.27944764322289184,0.45856933037492037,-1.6170446456141947,1.917981206491956,0.004925250460957958
29,2.062696815358018,-0.24525475730690788,0.10524233123932991,-0.8706979394722669,1.708992271468432,-1.2577143014926941,0.4501924634870665,-1.1651114944146752,-1.465147586214819,0.5125895717761177,1.3738098591167778,-0.5077088533899314,0.0049252504609579575
30,-1.4094479198946324,0.6750313814667745,-0.5303583212807342,-0.026158782769919564,1.6709705286882992,1.123227533584123,-1.2955729463982575,2.6292115452170526,-0.5631319733850257,0.5325497806616601,-1.474104361161768,-0.6303280845731254,0.004925250460957958
31,-1.5136437081690606,3.4376813529299888,2.84838894806723,-0.7650802116746493,-1.1709365201538173,-1.3331454412057802,1.7146605403288258,-0.5747668996520952,-0.01614464503505099,-0.36926357280184763,-0.10101753343666353,-1.4548439290426323,0.004925250460957958
32,0.5037985147290647,-1.543144503441884,0.3699771097686954,0.9022927688083234,1.1247007054540288,0.14563982447568272,-1.6296632844842185,-0.14106315378457518,-1.0429649376977355,1.8277048074379747,0.7103467188437529,-0.5257361899546622,0.0049252504609579575
33,-0.023194753909689836,-0.3473463941327978,-0.6757069283071406,0.14228081740953158,1.0490871709839122,1.3581445077500953,-0.01457240746198113,2.1271818743052027,-1.79776991297467,-0.792840940222042,3.1014898051732085,-3.4248644584591807,0.0049252504609579575
34,-0.5583500519710104,0.40914864526251776,0.3878795338067138,0.7427440806583391,-0.16246101572694344,0.684303227764294,0.637428177452239,1.6434333907733993,-2.0860908521338137,-0.6755201267176791,0.5604270489456005,-0.8810536779592091,0.00492525046095796
35,-1.3567170599153102,0.984651421657797,-0.8041623350804004,0.9946929492235057,1.1498962966413597,0.5349031472669591,0.83692192444048,-0.02079136844688953,-1.8471068964390847,0.08354674065925921,0.7615744933059767,-0.6155209331592054,0.004925250460957958
36,-0.2900549337297762,0.8982093162799725,-1.3800328329242626,0.7453231196183578,2.4569144543824537,-0.9270947038328348,-0.409177992066785,-0.8249379543477702,1.5420105142474652,-0.1713751596257685,0.6425184706173552,-1.5804139184639605,0.004925250460957959
37,0.5104786734337036,0.5192905990613451,-1.9532282950753148,2.550209724040064,1.79224150069504,-1.9157277823609278,0.9745624719191859,-0.25116615940956716,0.5602389669973553,0.4454963299353662,-2.1661034136191137,-0.36440423546269024,0.004925250460957957
38,2.888603152755115,-0.0058603151803049425,-0.6330243682345948,-1.1044717979644865,-0.9106279745145784,1.2686457229327608,1.4409315510700507,-0.3274676946663439,-0.5849782980347245,2.198422184973253,-1.6559008766380345,-1.8723829063436643,0.004925250460957958
39,1.1232167294689415,1.1513269739693683,-1.037235288479278,-1.2545883779030094,0.7908096432058944,0.7297347395319937,-1.5444620249070768,0.0020081635949109056,-0.47456813497413686,0.9292337303463942,0.12169228675551785,0.16471993954492659,0.004925250460957959
40,-0.667222405919067,1.3026389619872085,1.7747266832138284,-0.686105336642602,1.0122164653251116,-1.2329899481705684,-0.5171485230790656,0.43192916460159597,1.501973224095555,-1.1535207282159594,-0.7216271924961419,-0.3429819845454478,0.0049252504609579575
41,-0.7049972998218073,1.414612651368988,0.4461149883720077,1.9124153008087073,-0.1896152007930627,-1.375266020140922,-0.02395081677089643,0.2873090098652426,-0.8460538226948964,1.1668370068284108,-0.4599955797830037,-0.9255218370843208,0.0049252504609579575
42,1.176631549330646,-1.687674734398592,-0.4406440764763373,0.47871206995359294,1.6962513229909657,0.27998828839363576,-0.47123412130158,-1.820793396842157,-0.4806901630520071,1.4257546926599864,-1.8640121785104906,2.4095991274067847,0.004925250460957958
43,-0.005274066209177364,0.920088938333463,1.1387295392053454,2.3301233566015522,-0.8357357553340579,-2.044667592803215,-0.47852963800148735,-0.21332655213834645,-0.45378358051248796,2.3557681541318902,-1.0400092998666637,-0.9714951232523683,0.004925250460957959
44,2.0406846031113526,1.256107399273165,3.0689230483548906,-0.9938123182123555,0.21419610799737127,-4.082834420730513,0.2436936697827587,-1.4150383611398982,0.39985874902027335,2.1221139477482476,-0.9019558641105638,-1.250048180940281,0.004925250460957959
45,-0.1629329289438179,-0.6365516584095436,-0.34603188801922435,1.4314598928953126,0.588053071127941,0.629267931143243,-0.7509272558868954,0.7717627896998394,0.1832172333187177,-0.7068407892567095,0.42225040930537655,-0.7208384268197927,0.004925250460957959
46,-1.6515227011589413,2.000000513320621,0.6139675612218105,-1.377612016348978,1.4729111654844116,0.4455198972749873,-2.63139454001772,1.8126370358915218,0.025590543313840697,0.8067385225336476,-0.16431450345639376,-0.65063309790436,0.0049252504609579575
47,-1.8226206629793122,1.7050142610860128,0.3869603355563968,-0.05632277589601087,0.8360906045812717,0.45414265744555254,1.189969140094627,-0.27537101258962826,0.19300158354437996,-2.750466705557514,-0.34856483704821684,1.1900557919168886,0.00492525046095796
48,1.4585814707980476,-0.9224093373097297,-0.5827204606061508,1.8039913233909597,-0.868948020080736,0.6147694436015203,1.6642837888893702,-0.6296667986271457,1.0323305969098595,-1.680048636898592,-0.39461809782296586,-0.79365689208999,0.004925250460957959
49,-0.26321165522580625,1.157494130805448,2.9217325479766645,-1.355746331604562,-1.2292576363707455,0.2722533642129117,-1.3116674611090304,0.8613595437318446,0.9662025193742467,-0.22297178378037374,0.9092078617117219,-2.003506719567873,0.004925250460957959
50,1.6830369563197036,-1.5435643379485295,-0.3558260790237857,-0.15947351029988582,0.05761410862171107,1.8214772821246976,-0.5281422084667386,-1.1988646357832715,0.1184215112174603,1.571334002369645,-0.6337887268256404,-0.13033598215091885,0.004925250460957959
51,1.300714361254841,-0.05990425009998035,-2.2322477592246113,3.051538675058058,2.656840358921804,-3.213676966116201,-0.3486434927725517,0.29037262938430025,1.058199649289516,0.6427852799998068,-0.6748959958340615,-1.7691941097064738,0.0049252504609579575
52,1.0812731241806808,2.3839444425100833,-0.5883292331351306,-0.5009304093213338,0.9026551770938402,-1.7753486815342294,0.0209889550687557,-0.22574087228580214,1.016471927369549,-0.5970683917992923,-0.8495648726797733,-0.16646278531290065,0.004925250460957959
53,-0.504835438551303,-1.3654606760936503,-0.4179715772192931,0.6153688300857239,1.2242288825929213,1.9519343989795124,-0.6366348539525388,-0.12743089436826588,-3.01577475994963,3.1192977773015462,-0.554351209206521,0.413517900535946,0.0049252504609579575
54,1.4330579285336706,-1.2005154454995277,1.350933564651783,0.6645088426359189,-1.8549849158961715,1.1102644453682375,1.2448894330063374,-3.0423651527012527,0.7026584242575886,-0.13454124629767178,0.2373099218919506,0.19067258020358419,0.0049252504609579575
55,1.7358751225533797,-0.4027425742444626,1.1333869911742465,-0.6635160077412094,0.9294714533164254,-1.2292105652644685,-0.279437547781908,2.29565664114276,0.49610400395979976,-0.34926177426642213,-1.7304919837369261,-1.233945378956767,0.004925250460957958
56,-0.27017221403018543,0.7738867074126984,0.05521226370751964,0.1925199318816736,-0.599733241530221,1.351550972352425,-0.4838595563398907,-0.7063624290917294,1.3065813472681287,0.15229909889326199,-0.32673693836628004,-0.7432975620029543,0.004925250460957957
57,-0.13620492190765454,1.096433146597989,0.7186931384576498,-1.4700380704533098,0.8203113513766448,0.47406977572259157,-1.8309142021602824,0.6513018290810544,-0.8232525494060816,-0.9002857554058676,0.6834671143977298,1.4183075238539837,0.0049252504609579575
58,-1.1542408215066142,0.42332036338626444,-1.4167492142052067,3.049707358872385,-0.8815208347838537,1.482747568030936,-1.018318316095936,1.0237520915495404,2.994353162450739,-3.669439642684472,-0.7203703901598533,0.5886470553005185,0.0049252504609579575
59,-0.038135846837390464,-0.8439906971214308,3.104871980129653,0.20317027875590254,-2.210325051457324,1.287673756324501,-2.6313533542377545,1.3900891826600765,-1.0299502642771354,-0.018323650883250053,1.544240802892476,-0.05607875579387636,0.004925250460957959
